instante,latitude,longitude
2017-12-20 04:53:39.637,-8.13053138801,-34.90116670633
2017-12-20 04:54:09.657,-8.12722804116,-34.89998079619
2017-12-20 04:54:39.643,-8.12722804116,-34.89998079619
2017-12-20 04:55:09.637,-8.12517036846,-34.89920902804
2017-12-20 04:55:39.660,-8.12282390427,-34.89832704379
2017-12-20 04:56:09.650,-8.12200248835,-34.89805101222
2017-12-20 04:56:39.637,-8.12109151318,-34.89759311417
2017-12-20 04:57:09.627,-8.12109151318,-34.89759311417
2017-12-20 04:57:39.643,-8.11705269195,-34.89514277876
2017-12-20 04:58:09.657,-8.11705269195,-34.89514277876
2017-12-20 04:59:39.643,-8.11359987644,-34.8930399853
2017-12-20 05:00:09.657,-8.11107569053,-34.89148590302
2017-12-20 05:00:39.643,-8.10991253437,-34.89081819814
2017-12-20 05:01:09.670,-8.10975030972,-34.89070857427
2017-12-20 05:01:39.640,-8.10732353504,-34.88959044025
2017-12-20 05:02:09.653,-8.10348041028,-34.88781253089
2017-12-20 05:02:39.637,-8.10007916696,-34.88627259001
2017-12-20 05:03:09.640,-8.099176787,-34.88590551115
2017-12-20 05:03:39.660,-8.09676726962,-34.88495989292
2017-12-20 05:04:09.640,-8.09575598099,-34.88468303363
2017-12-20 05:04:39.653,-8.09575598099,-34.88468303363
2017-12-20 05:05:09.640,-8.09077901199,-34.88370736408
2017-12-20 05:05:39.637,-8.09065261105,-34.88367048999
2017-12-20 05:06:09.637,-8.0890272701,-34.88323657115
2017-12-20 05:06:39.640,-8.08838208287,-34.88395024033
2017-12-20 05:07:09.637,-8.08792796099,-34.88440171588
2017-12-20 05:07:39.630,-8.0862844981,-34.88593626298
2017-12-20 05:08:09.630,-8.08497691616,-34.88717299689
2017-12-20 05:08:39.657,-8.08213472566,-34.8898631012
2017-12-20 05:09:09.637,-8.08213472566,-34.8898631012
2017-12-20 05:09:39.643,-8.07493153712,-34.89327670348
2017-12-20 05:10:09.640,-8.07123316798,-34.89538215216
2017-12-20 05:10:39.640,-8.06999962139,-34.89624723959
2017-12-20 05:11:09.637,-8.06709508797,-34.89677796643
2017-12-20 05:11:39.633,-8.06287105716,-34.89721182787
2017-12-20 05:12:09.633,-8.0592078343,-34.89758480719
2017-12-20 05:12:39.647,-8.05883721433,-34.89757400901
2017-12-20 05:13:09.633,-8.0582074202,-34.89495863707
2017-12-20 05:13:39.627,-8.05741243873,-34.89482794457
2017-12-20 05:14:09.660,-8.05634538383,-34.89683672516
2017-12-20 05:14:39.643,-8.05652359261,-34.89739995213
2017-12-20 05:15:09.640,-8.05664772524,-34.89792664376
2017-12-20 05:15:39.637,-8.0566238481,-34.89917831879
2017-12-20 05:16:09.637,-8.05643050921,-34.89993030247
2017-12-20 05:16:39.640,-8.05314905065,-34.89986057407
2017-12-20 05:17:09.643,-8.05258383182,-34.90087387022
2017-12-20 05:17:39.643,-8.05275766219,-34.90238043609
2017-12-20 05:18:09.797,-8.05312267013,-34.90554785268
2017-12-20 05:18:39.787,-8.0532988015,-34.90655553548
2017-12-20 05:19:09.780,-8.05330758903,-34.9066100014
2017-12-20 05:19:39.797,-8.05347252542,-34.90808024279
2017-12-20 05:20:09.810,-8.05466152131,-34.90902010563
2017-12-20 05:22:09.950,-8.05320998333,-34.91591615909
2017-12-20 05:22:39.947,-8.05228922798,-34.91755363136
2017-12-20 05:23:09.953,-8.05112195759,-34.91970696348
2017-12-20 05:23:39.940,-8.04947192556,-34.9226290094
2017-12-20 05:24:09.940,-8.04912550006,-34.923244178
2017-12-20 05:24:39.937,-8.04749335994,-34.9262025581
2017-12-20 05:25:09.963,-8.04733835378,-34.92648301343
2017-12-20 05:25:39.937,-8.04671832768,-34.92760483231
2017-12-20 05:26:09.950,-8.04574274141,-34.92935990198
2017-12-20 05:26:39.950,-8.04515908417,-34.93043653047
2017-12-20 05:27:09.957,-8.04406493992,-34.93240871424
2017-12-20 05:27:39.943,-8.04346289708,-34.9335487386
2017-12-20 05:28:09.933,-8.04252383794,-34.93522231544
2017-12-20 05:28:39.947,-8.04164839825,-34.93682362238
2017-12-20 05:29:08.570,-8.04120187164,-34.93757434404
2017-12-20 05:29:38.570,-8.03961515626,-34.94046931626
2017-12-20 05:30:08.587,-8.0392961747,-34.94101201856
2017-12-20 05:30:38.567,-8.03813798161,-34.94313802722
2017-12-20 05:31:08.567,-8.03773681966,-34.94385266864
2017-12-20 05:31:38.563,-8.03741480031,-34.94312551494
2017-12-20 05:32:08.567,-8.03615382365,-34.94404467729
2017-12-20 05:32:38.583,-8.03678063635,-34.94531749458
2017-12-20 05:33:08.567,-8.03842304899,-34.94594209854
2017-12-20 05:33:38.567,-8.04124026627,-34.94666301561
2017-12-20 05:34:08.580,-8.0421793808,-34.94689425435
2017-12-20 05:34:38.567,-8.0421793808,-34.94689425435
2017-12-20 05:35:08.567,-8.04606153779,-34.9480012337
2017-12-20 05:35:38.563,-8.04641789633,-34.94910952839
2017-12-20 05:36:08.567,-8.04635064028,-34.95184847346
2017-12-20 05:36:38.563,-8.04636990906,-34.95349937992
2017-12-20 05:37:08.567,-8.0473617022,-34.95405742693
2017-12-20 05:37:38.560,-8.04994375438,-34.95479544071
2017-12-20 05:38:08.567,-8.05064789868,-34.95500743887
2017-12-20 05:38:38.563,-8.05302236662,-34.95567190859
2017-12-20 05:39:08.563,-8.05436771683,-34.95602304779
2017-12-20 05:39:38.593,-8.05446711605,-34.95603259559
2017-12-20 05:40:08.717,-8.05375419258,-34.95576612671
2017-12-20 05:40:38.717,-8.05375419258,-34.95576612671
2017-12-20 05:41:08.703,-8.0537451091,-34.95577515367
2017-12-20 05:41:38.733,-8.05373606887,-34.95577511027
2017-12-20 05:42:08.717,-8.05374506585,-34.95578422402
2017-12-20 05:42:38.717,-8.05374515235,-34.95576608332
2017-12-20 05:43:08.717,-8.05375423583,-34.95575705636
2017-12-20 05:43:38.717,-8.05377218653,-34.9557843542
2017-12-20 05:44:08.713,-8.05377222978,-34.95577528385
2017-12-20 05:44:38.713,-8.05377222978,-34.95577528385
2017-12-20 05:45:08.713,-8.05377222978,-34.95577528385
2017-12-20 05:45:38.713,-8.05377222978,-34.95577528385
2017-12-20 05:46:08.713,-8.05375419258,-34.95576612671
2017-12-20 05:46:38.720,-8.05375414933,-34.95577519706
2017-12-20 05:47:08.900,-8.0537451091,-34.95577515367
2017-12-20 05:47:38.713,-8.05374497935,-34.95580236471
