instante,latitude,longitude
2018-01-20 00:05:21.420,-8.0593674448,-34.88650984866
2018-01-20 00:05:51.417,-8.05946743405,-34.88639238843
2018-01-20 00:06:21.417,-8.06066210027,-34.88414829789
2018-01-20 00:06:51.417,-8.06077125476,-34.88400366579
2018-01-20 00:07:21.397,-8.06186650597,-34.88175002821
2018-01-20 00:07:51.427,-8.0619298736,-34.88173217893
2018-01-20 00:08:21.393,-8.06255834074,-34.88071911736
2018-01-20 00:08:51.423,-8.06289542496,-34.88015826394
2018-01-20 00:09:21.437,-8.06310435833,-34.8799415215
2018-01-20 00:09:51.437,-8.06316751784,-34.87996902672
2018-01-20 00:10:21.403,-8.06316751784,-34.87996902672
2018-01-20 00:10:51.430,-8.06319455647,-34.87998729394
2018-01-20 00:11:21.430,-8.06319455647,-34.87998729394
2018-01-20 00:11:51.443,-8.06316747622,-34.87997809769
2018-01-20 00:12:21.443,-8.06320405495,-34.8798875551
2018-01-20 00:12:51.440,-8.06341885434,-34.87839180513
2018-01-20 00:13:21.437,-8.06260020558,-34.87947656439
2018-01-20 00:13:51.453,-8.06229399739,-34.88118959465
2018-01-20 04:30:41.210,-8.03096687129,-34.95500386016
2018-01-20 04:31:11.223,-8.03095783105,-34.95500381691
2018-01-20 04:31:41.223,-8.03096678507,-34.95502199986
2018-01-20 04:32:11.237,-8.03098477932,-34.95504022606
2018-01-20 04:32:41.220,-8.03099381956,-34.95504026931
2018-01-20 04:33:11.217,-8.0310028598,-34.95504031257
2018-01-20 04:33:41.217,-8.03099386268,-34.95503119947
2018-01-20 04:34:11.213,-8.0310028598,-34.95504031257
2018-01-20 04:34:41.210,-8.0310028598,-34.95504031257
2018-01-20 04:35:11.227,-8.03099381956,-34.95504026931
2018-01-20 04:35:41.223,-8.03098477932,-34.95504022606
2018-01-20 04:36:11.223,-8.03095757237,-34.95505823599
2018-01-20 04:36:41.220,-8.03092149764,-34.95503992328
2018-01-20 04:37:11.217,-8.03092145452,-34.95504899313
2018-01-20 04:37:41.217,-8.03092145452,-34.95504899313
2018-01-20 04:38:11.217,-8.03093071033,-34.95500368715
2018-01-20 04:38:41.213,-8.0309306241,-34.95502182684
2018-01-20 04:39:11.210,-8.03088525045,-34.95505788996
2018-01-20 04:39:41.227,-8.03086725619,-34.95503966376
2018-01-20 04:40:11.223,-8.03084900326,-34.95507585663
2018-01-20 04:40:41.220,-8.03083096589,-34.95506670028
2018-01-20 04:41:11.220,-8.03088512111,-34.95508509949
2018-01-20 04:41:41.217,-8.03083204364,-34.95483995418
2018-01-20 04:42:11.217,-8.03190817734,-34.95477254221
2018-01-20 04:42:41.230,-8.03239157753,-34.9538769164
2018-01-20 04:43:11.213,-8.03430643781,-34.9504303515
2018-01-20 04:43:41.210,-8.03430643781,-34.9504303515
2018-01-20 04:44:11.227,-8.0363218798,-34.94673933334
2018-01-20 04:44:41.223,-8.03681426432,-34.94585279848
2018-01-20 04:45:11.220,-8.03752550299,-34.94456821266
2018-01-20 04:45:41.220,-8.03776239595,-34.94417931982
2018-01-20 04:46:11.217,-8.03851947553,-34.94275889117
2018-01-20 04:46:41.217,-8.0388480136,-34.94210739359
2018-01-20 04:47:11.213,-8.03970487399,-34.94061486795
2018-01-20 04:47:41.213,-8.0413186686,-34.93772909494
2018-01-20 04:48:11.227,-8.04296012475,-34.93472551149
2018-01-20 04:48:41.223,-8.04367146574,-34.9334136704
2018-01-20 04:49:11.223,-8.04435525572,-34.93219239824
2018-01-20 04:49:41.220,-8.04609689299,-34.92902596796
2018-01-20 04:50:11.220,-8.04649760985,-34.92840199645
2018-01-20 04:50:41.203,-8.04815743644,-34.92532584824
2018-01-20 04:51:11.193,-8.04858573831,-34.92460222269
2018-01-20 04:51:41.200,-8.04999928604,-34.92198748076
2018-01-20 04:52:11.190,-8.05037287392,-34.92136336687
2018-01-20 04:52:41.197,-8.05166777766,-34.91898387852
2018-01-20 04:53:11.200,-8.05329083888,-34.91602538829
2018-01-20 04:53:41.190,-8.05378253886,-34.91527482701
2018-01-20 04:54:11.197,-8.05565212567,-34.91179135188
2018-01-20 04:54:41.187,-8.05650890466,-34.91029868311
2018-01-20 04:55:11.193,-8.05814734096,-34.90791165196
2018-01-20 04:55:41.207,-8.05812341302,-34.90528097662
2018-01-20 04:56:11.210,-8.05817316732,-34.90430155026
2018-01-20 04:56:41.217,-8.05839095335,-34.90217997092
2018-01-20 04:57:11.207,-8.05673178823,-34.89929674399
2018-01-20 04:57:41.210,-8.05675331406,-34.89855302924
2018-01-20 04:58:11.217,-8.05663132348,-34.89756373056
2018-01-20 04:58:41.207,-8.0560974921,-34.89570170638
2018-01-20 04:59:11.210,-8.05610357053,-34.89438645108
2018-01-20 04:59:41.217,-8.05643347151,-34.89342646635
2018-01-20 05:00:11.207,-8.05667183451,-34.89271096985
2018-01-20 05:00:41.213,-8.05722263912,-34.89089933698
2018-01-20 05:01:11.210,-8.05747028985,-34.89012945395
2018-01-20 05:01:41.220,-8.05862759768,-34.8881482749
2018-01-20 05:02:11.217,-8.05924807999,-34.88690842109
2018-01-20 05:02:41.210,-8.06017781755,-34.8852617975
2018-01-20 05:03:11.220,-8.0615920378,-34.88245630586
2018-01-20 05:03:41.217,-8.06199328289,-34.88170525872
2018-01-20 05:04:11.210,-8.06264045578,-34.88055621629
2018-01-20 05:04:41.223,-8.06304128205,-34.87989587437
2018-01-20 05:05:11.217,-8.06326875436,-34.87957943458
2018-01-20 05:05:41.213,-8.06371603064,-34.87864716973
2018-01-20 05:06:11.210,-8.06254775081,-34.87908626294
2018-01-20 05:31:11.217,-8.03364981459,-34.95163354376
2018-01-20 05:31:41.213,-8.03481690877,-34.94954391311
2018-01-20 05:32:11.210,-8.03542776721,-34.94845840713
2018-01-20 05:32:41.227,-8.03675933551,-34.94599766038
2018-01-20 05:33:11.223,-8.03689549809,-34.94588039631
2018-01-20 05:33:41.223,-8.03689549809,-34.94588039631
2018-01-20 05:34:11.220,-8.03787160895,-34.94402564543
2018-01-20 05:34:41.217,-8.0387837454,-34.94231570457
2018-01-20 05:35:11.217,-8.03917577942,-34.94161915661
2018-01-20 05:35:41.247,-8.0408081308,-34.93863370671
2018-01-20 05:36:11.243,-8.04251338717,-34.93552158947
2018-01-20 05:36:41.243,-8.04370766985,-34.93340477153
2018-01-20 05:37:11.257,-8.04377142204,-34.93330529871
2018-01-20 05:37:41.253,-8.0450389577,-34.93098926197
2018-01-20 05:38:11.253,-8.03090259798,-34.95521216382
2018-01-20 05:38:11.267,-8.04554040005,-34.930093656
2018-01-20 05:38:41.237,-8.03093901763,-34.95515791778
2018-01-20 05:38:41.250,-8.04626993861,-34.92875467059
2018-01-20 05:39:11.217,-8.03083053475,-34.9551573987
2018-01-20 05:39:11.233,-8.04650660762,-34.92841110953
2018-01-20 05:39:41.217,-8.04810242818,-34.92548885907
2018-01-20 05:39:41.217,-8.03142848406,-34.954888158
2018-01-20 05:40:11.213,-8.03180821732,-34.95488090482
2018-01-20 05:40:11.230,-8.04842160745,-34.92490077766
2018-01-20 05:40:41.213,-8.03213651121,-34.9542838503
2018-01-20 05:40:41.227,-8.04958872839,-34.92278376106
2018-01-20 05:41:11.227,-8.03376862944,-34.95136200744
2018-01-20 05:41:11.243,-8.05020865986,-34.92168006575
2018-01-20 05:41:41.223,-8.05057295219,-34.92111033138
2018-01-20 05:41:41.223,-8.03481690877,-34.94954391311
2018-01-20 05:42:11.223,-8.03530938378,-34.94863924597
2018-01-20 05:42:11.237,-8.0520871157,-34.91824205471
2018-01-20 05:42:41.220,-8.05337275364,-34.91590785368
2018-01-20 05:42:41.220,-8.03672313142,-34.94600655806
2018-01-20 05:43:11.220,-8.03732481387,-34.94494820722
2018-01-20 05:43:11.237,-8.05391054507,-34.91496702255
2018-01-20 05:43:41.217,-8.03755275263,-34.94454113169
2018-01-20 05:43:41.233,-8.05566125071,-34.91177325305
2018-01-20 05:44:11.217,-8.03769877059,-34.94425157891
2018-01-20 05:44:11.230,-8.05645432376,-34.91037099393
2018-01-20 05:44:41.230,-8.05702860562,-34.9093577505
2018-01-20 05:44:41.230,-8.03851026369,-34.94279512847
