memory_usage
46.236
46.622
46.573
46.529
46.262
46.150
46.354
46.567
46.353
46.027
46.732
46.349
46.560
46.050
46.149
46.329
46.292
46.410
46.257
46.727
46.423
46.046
46.285
46.583
46.087
46.225
46.568
46.411
46.453
46.180
39.912
40.155
40.020
39.970
39.465
39.758
39.658
39.900
40.441
39.823
40.153
40.132
39.960
39.727
39.989
39.771
39.597
39.935
40.406
39.834
40.009
40.326
40.231
40.281
40.411
39.482
40.108
40.140
40.381
40.027
40.847
40.975
40.294
40.324
40.414
40.329
40.377
40.261
40.423
40.520
40.600
40.231
40.413
40.483
40.607
40.405
40.601
40.468
40.307
40.768
40.350
40.239
40.247
40.970
40.366
40.316
40.658
40.855
40.247
40.488
