memory_usage
46.835
46.828
46.712
46.793
46.123
46.697
47.298
46.512
47.406
46.335
46.415
46.562
46.294
47.384
46.368
46.260
47.037
47.385
47.209
46.151
46.332
47.009
47.217
47.315
47.182
46.983
46.421
46.584
46.293
47.106
40.864
40.572
40.368
40.860
41.113
40.947
40.833
40.422
40.180
40.961
40.424
40.822
40.814
41.087
40.319
40.183
40.425
40.332
40.804
40.804
40.997
40.991
40.578
40.791
40.487
40.410
41.016
40.651
41.039
40.939
40.365
40.552
40.757
40.124
40.340
40.450
40.499
40.401
40.521
40.894
40.589
40.437
40.645
40.520
40.843
40.781
40.580
40.208
40.730
40.623
40.579
40.737
40.476
40.357
40.595
40.423
40.871
40.248
40.445
40.639
