cpu_consumption,memory_usage
1.923,40.864,
1.843,40.572,
1.907,40.368,
2.100,40.860,
2.220,41.113,
1.880,40.947,
2.127,40.833,
1.943,40.422,
1.847,40.180,
2.157,40.961,
