cpu_consumption,memory_usage
35.343,93.740,
33.043,92.526,
33.513,93.773,
31.590,94.215,
33.514,92.760,
32.238,94.058,
34.143,93.348,
33.210,92.965,
31.995,94.059,
34.422,93.014,
34.001,92.689,
33.091,94.016,
33.971,93.057,
33.137,93.704,
32.844,93.057,
33.105,93.701,
32.940,93.852,
31.607,92.824,
32.939,93.457,
34.289,92.661,
33.836,93.766,
32.752,93.852,
34.384,93.663,
33.606,92.834,
33.207,94.084,
31.711,93.060,
33.518,94.157,
35.091,93.276,
32.591,93.946,
33.818,92.861,
