cpu_consumption,memory_usage
33.633,88.221,
33.263,86.955,
36.631,93.981,
34.307,92.224,
32.550,86.956,
34.716,92.040,
36.129,89.022,
35.241,91.041,
33.975,87.098,
34.420,87.605,
32.799,90.562,
33.724,93.036,
36.191,90.962,
32.672,89.579,
32.876,87.277,
35.157,93.733,
36.103,89.652,
34.641,88.066,
35.808,87.929,
35.438,90.673,
35.916,89.052,
33.985,88.373,
34.346,93.037,
33.259,91.190,
35.583,87.574,
35.793,87.232,
35.936,89.876,
32.892,92.733,
35.419,92.837,
35.614,90.692,
