memory_usage
93.740
92.526
93.773
94.215
92.760
94.058
93.348
92.965
94.059
93.014
92.689
94.016
93.057
93.704
93.057
93.701
93.852
92.824
93.457
92.661
93.766
93.852
93.663
92.834
94.084
93.060
94.157
93.276
93.946
92.861
88.221
86.955
93.981
92.224
86.956
92.040
89.022
91.041
87.098
87.605
90.562
93.036
90.962
89.579
87.277
93.733
89.652
88.066
87.929
90.673
89.052
88.373
93.037
91.190
87.574
87.232
89.876
92.733
92.837
90.692
118.886
119.893
125.413
130.042
131.294
128.834
129.858
129.766
125.362
119.494
122.407
125.482
127.689
130.355
118.975
130.402
126.905
126.561
127.193
119.143
127.491
129.339
131.283
121.446
123.633
129.833
126.082
120.997
130.533
124.531
