cpu_consumption
35.343
33.043
33.513
31.590
33.514
32.238
34.143
33.210
31.995
34.422
34.001
33.091
33.971
33.137
32.844
33.105
32.940
31.607
32.939
34.289
33.836
32.752
34.384
33.606
33.207
31.711
33.518
35.091
32.591
33.818
33.633
33.263
36.631
34.307
32.550
34.716
36.129
35.241
33.975
34.420
32.799
33.724
36.191
32.672
32.876
35.157
36.103
34.641
35.808
35.438
35.916
33.985
34.346
33.259
35.583
35.793
35.936
32.892
35.419
35.614
37.704
37.481
34.540
28.193
28.170
32.029
32.185
28.787
29.598
30.210
36.039
28.843
35.228
35.019
37.498
30.011
28.750
32.875
34.523
30.938
32.796
32.904
33.166
34.501
32.980
32.982
30.037
36.449
32.219
37.356
