cpu_consumption
21.539
19.933
21.273
20.529
18.320
20.281
20.087
19.519
20.883
21.327
19.160
19.998
18.939
20.899
19.302
20.391
20.869
20.526
20.599
20.989
19.081
20.697
20.769
19.662
18.809
19.003
20.006
19.223
19.571
19.835
18.890
21.447
22.303
25.040
22.026
23.517
21.879
23.744
19.329
24.051
24.339
22.951
19.201
21.486
21.108
23.761
21.340
24.759
24.681
19.726
19.895
23.037
21.729
19.000
21.180
22.826
19.433
19.616
23.231
22.247
21.907
17.767
18.544
18.730
16.707
19.287
18.649
17.924
17.116
20.671
16.874
20.030
21.739
21.524
18.900
19.035
17.531
16.995
21.198
17.673
19.341
20.703
19.941
21.712
18.042
17.807
17.742
21.062
20.332
19.205
