memory_usage
113.141
110.161
98.665
108.514
101.586
100.980
100.725
100.843
101.453
101.438
100.110
99.471
101.558
99.305
99.274
100.727
100.421
100.006
100.170
98.799
100.249
100.020
98.735
99.496
100.173
100.236
101.305
99.210
99.407
101.311
94.303
100.086
94.185
97.398
103.718
99.139
97.420
99.009
99.775
99.195
99.720
97.965
97.934
99.844
98.905
98.429
100.055
99.595
98.022
99.305
98.195
99.424
99.638
99.172
99.376
97.608
98.569
98.198
98.976
98.359
137.003
138.857
135.427
145.121
147.592
139.060
142.271
146.503
147.128
143.284
139.317
140.825
145.627
138.334
140.746
146.974
141.460
140.956
142.403
144.832
141.527
146.030
145.183
138.189
140.022
144.216
137.244
135.520
142.828
137.914
