cpu_consumption,memory_usage
21.907,76.583,
17.767,78.883,
18.544,82.116,
18.730,75.954,
16.707,79.877,
19.287,81.119,
18.649,79.222,
17.924,81.203,
17.116,79.924,
20.671,80.303,
16.874,76.941,
20.030,78.661,
21.739,76.810,
21.524,77.590,
18.900,78.119,
19.035,80.262,
17.531,80.096,
16.995,80.421,
21.198,77.715,
17.673,77.093,
19.341,77.983,
20.703,77.030,
19.941,79.658,
21.712,76.431,
18.042,79.409,
17.807,77.656,
17.742,75.995,
21.062,79.353,
20.332,80.439,
19.205,79.375,
